Serial Number,Topic Name,Question,Option A,Option B,Option C,Option D,Correct Answer,Difficulty Level
8209,Time and Work,How many days will it take for A and B to finish a work together if A takes 4 days and B takes 6 days?,-0.52,7.18,2.4,3.9,Option C: 2.4,Medium
8210,Numbers,Find the result when you add 7 and 46.,62,55,50,53,Option D: 53,Hard
8211,Percentage,37% of 148 is what?,54.76,56.65,62.4,53.23,Option A: 54.76,Medium
8212,Algebra,"If a = 6, b = 5, and x = 4, what is ax + b?",33,37,29,24,Option C: 29,Hard
8213,Pipes and Cisterns,Determine the filling time for a tank of 34 liters given a fill rate of 5 hours and an empty rate of 2 hours.,11.33,10.2,15.66,12.95,Option A: 11.33,Easy
8214,Ratio and Proportion,Find B given that the ratio of A to B is 4:5 and A equals 39.,48.75,53.42,46.39,50.17,Option A: 48.75,Easy
8215,"Time, Speed, Distance",Find the travel time for 123 km at 24 km/hr.,7.57,5.12,3.32,9.71,Option B: 5.12,Easy
8216,Profit and Loss,"If the cost price is 81 and the profit percentage is 12%, calculate the selling price.",92.0,89.41,97.22,90.72,Option D: 90.72,Easy
8217,Percentage,Find 9% of 155.,17.94,22.81,13.95,10.37,Option C: 13.95,Hard
8218,Percentage,34% of 114 is what?,48.33,35.37,42.53,38.76,Option D: 38.76,Medium
8219,Percentage,Calculate 45% of 56.,25.2,20.59,27.51,31.65,Option A: 25.2,Easy
8220,Pipes and Cisterns,"If a tank is filled by a pipe in 9 hours and emptied by another in 4 hours, how long will it take to fill the tank of 46 liters when both pipes are open?",14.23,11.98,6.92,9.2,Option D: 9.2,Hard
8221,Average,"Calculate the average value of 22, 24, and 63.",43.8,36.33,39.6,35.07,Option B: 36.33,Medium
8222,"Time, Speed, Distance",186 km distance is covered at 24 km/hr. Determine the time taken.,7.75,12.43,5.33,10.73,Option A: 7.75,Easy
8223,Average,"Calculate the average value of 90, 87, and 50.",84.64,77.25,74.42,75.67,Option D: 75.67,Easy
8224,Profit and Loss,A product costs 98 and is sold at a profit of 17%. What is the selling price?,114.66,110.84,123.53,117.96,Option A: 114.66,Easy
8225,"Time, Speed, Distance",Calculate the time taken to travel 62 km at a speed of 26 km/hr.,7.14,1.15,4.64,2.38,Option D: 2.38,Easy
8226,Ratio and Proportion,Find B given that the ratio of A to B is 3:2 and A equals 16.,16.24,13.37,8.96,10.67,Option D: 10.67,Hard
8227,Average,"The average of 79, 83, and 46 is:",69.33,65.66,76.38,70.72,Option A: 69.33,Hard
8228,Profit and Loss,"Given a cost price of 57 and a profit percentage of 9%, determine the selling price.",71.39,63.24,62.13,59.36,Option C: 62.13,Medium
8229,Average,"Find the arithmetic mean of 45, 39, and 98.",60.67,62.57,67.65,55.71,Option A: 60.67,Easy
8230,Average,"25, 9, and 67 have an average of:",33.67,29.62,40.38,35.66,Option A: 33.67,Easy
8231,Percentage,8% of 151 is what?,12.08,15.94,7.48,21.36,Option A: 12.08,Easy
8232,Pipes and Cisterns,Determine the filling time for a tank of 58 liters given a fill rate of 1 hours and an empty rate of 1 hours.,0,-1.3,4.05,1.7,Option A: 0,Hard
8233,Profit and Loss,Find the selling price of a product with a cost price of 92 and a 9% profit.,109.3,96.83,100.28,104.39,Option C: 100.28,Hard
8234,Profit and Loss,"If the cost price is 67 and the profit percentage is 11%, calculate the selling price.",74.37,69.74,77.08,81.09,Option A: 74.37,Medium
8235,Algebra,"What does ax + b equal if a = 4, b = 3, x = 8?",44,35,30,36,Option B: 35,Hard
8236,Average,"The average of 69, 15, and 81 is:",55.0,57.75,64.71,51.44,Option A: 55.0,Easy
8237,Average,"What is the mean of the numbers 94, 72, and 9?",56.68,65.98,60.48,58.33,Option D: 58.33,Easy
8238,Pipes and Cisterns,Find the time required to fill a tank of 55 liters if one pipe fills it in 2 hours and another empties it in 4 hours.,-26.02,-27.5,-22.37,-29.46,Option B: -27.5,Easy
8239,Profit and Loss,"If the cost price is 63 and the profit percentage is 7%, calculate the selling price.",70.05,64.72,67.41,73.87,Option C: 67.41,Easy
8240,"Time, Speed, Distance",Find the travel time for 192 km at 21 km/hr.,9.14,14.42,8.13,11.47,Option A: 9.14,Medium
8241,Pipes and Cisterns,Determine the filling time for a tank of 35 liters given a fill rate of 2 hours and an empty rate of 5 hours.,-14.19,-7.63,-8.73,-11.67,Option D: -11.67,Easy
8242,Ratio and Proportion,"If the ratio of A to B is 5:5 and A is 30, what is B?",35.55,30.0,32.27,28.27,Option B: 30.0,Easy
8243,Algebra,"Find the result of a * x + b given a = 9, b = 10, x = 3.",37,33,38,43,Option A: 37,Hard
8244,Pipes and Cisterns,A pipe fills a tank in 10 hours and another empties it in 3 hours. Calculate the time to fill the tank of 53 liters with both pipes open.,10.26,13.22,7.57,6.28,Option C: 7.57,Medium
8245,Profit and Loss,What would be the selling price if the cost price is 76 and profit is 13%?,90.62,85.88,91.92,81.95,Option B: 85.88,Medium
8246,Profit and Loss,"Given a cost price of 82 and a profit percentage of 14%, determine the selling price.",89.58,93.48,102.38,97.4,Option B: 93.48,Medium
8247,Time and Work,Calculate the time for A and B to complete a work together if A takes 5 days and B takes 9 days individually.,3.21,1.06,4.4,9.04,Option A: 3.21,Easy
8248,Ratio and Proportion,A is 19 and the ratio of A to B is 2:1. What is B?,9.5,14.95,11.09,7.26,Option A: 9.5,Medium
8249,Algebra,"Find the result of a * x + b given a = 6, b = 1, x = 3.",18,21,25,19,Option D: 19,Hard
8250,Ratio and Proportion,"If A:B = 2:2 and A is 20, determine the value of B.",22.65,18.79,20.0,25.88,Option C: 20.0,Easy
8251,Average,"What is the mean of the numbers 17, 48, and 13?",34.37,30.57,26.0,21.58,Option C: 26.0,Hard
8252,Profit and Loss,"Given a cost price of 86 and a profit percentage of 9%, determine the selling price.",90.22,102.93,93.74,98.51,Option C: 93.74,Medium
8253,Numbers,Calculate the total of 43 plus 43.,86,82,92,87,Option A: 86,Medium
8254,Ratio and Proportion,"If A:B = 4:3 and A is 39, determine the value of B.",26.7,30.48,35.15,29.25,Option D: 29.25,Hard
8255,Average,"Find the arithmetic mean of 15, 87, and 68.",62.77,58.79,56.67,55.17,Option C: 56.67,Hard
8256,Pipes and Cisterns,A pipe fills a tank in 9 hours and another empties it in 1 hours. Calculate the time to fill the tank of 57 liters with both pipes open.,5.3,11.61,7.12,8.67,Option C: 7.12,Easy
8257,Algebra,"Calculate the value of ax + b for a = 10, b = 7, and x = 7.",75,82,83,77,Option D: 77,Medium
8258,Profit and Loss,Find the selling price of a product with a cost price of 97 and a 13% profit.,118.64,109.61,105.09,113.92,Option B: 109.61,Medium
8259,Numbers,What is the sum of 24 and 14?,46,38,42,33,Option B: 38,Hard
8260,Average,"53, 43, and 25 have an average of:",42.09,40.33,47.97,38.25,Option B: 40.33,Hard
8261,Ratio and Proportion,Calculate the value of B if A:B = 5:1 and A = 26.,6.93,5.2,10.7,3.46,Option B: 5.2,Hard
8262,Pipes and Cisterns,A pipe fills a tank in 8 hours and another empties it in 5 hours. Calculate the time to fill the tank of 46 liters with both pipes open.,18.06,12.6,15.33,19.71,Option C: 15.33,Medium
8263,Ratio and Proportion,"If the ratio of A to B is 5:5 and A is 46, what is B?",51.2,46.0,47.55,43.15,Option B: 46.0,Medium
8264,Pipes and Cisterns,"A pipe can fill a tank in 1 hours and another pipe can empty it in 2 hours. If both are open, how long will it take to fill the tank of 45 liters?",-43.26,-47.29,-45.0,-39.49,Option C: -45.0,Medium
8265,Percentage,Determine the value of 21% of 102.,30.9,21.42,17.44,23.46,Option B: 21.42,Medium
8266,Percentage,Determine the value of 1% of 83.,2.9,-2.88,7.2,0.83,Option D: 0.83,Hard
8267,Pipes and Cisterns,Find the time required to fill a tank of 30 liters if one pipe fills it in 1 hours and another empties it in 4 hours.,-7.58,-11.83,-10.0,-4.05,Option C: -10.0,Hard
8268,"Time, Speed, Distance",108 km distance is covered at 27 km/hr. Determine the time taken.,4.0,9.32,5.57,2.16,Option A: 4.0,Easy
8269,Algebra,"Find the result of a * x + b given a = 8, b = 8, x = 8.",70,78,74,72,Option D: 72,Easy
8270,Profit and Loss,What would be the selling price if the cost price is 94 and profit is 9%?,98.85,102.46,111.61,105.03,Option B: 102.46,Easy
8271,Profit and Loss,What would be the selling price if the cost price is 52 and profit is 8%?,56.16,64.91,58.01,51.74,Option A: 56.16,Medium
8272,"Time, Speed, Distance",Calculate the time taken to travel 64 km at a speed of 29 km/hr.,4.78,2.21,1.11,8.11,Option B: 2.21,Medium
8273,Ratio and Proportion,"If the ratio of A to B is 2:3 and A is 15, what is B?",22.5,21.19,24.14,26.53,Option A: 22.5,Medium
8274,Profit and Loss,"If the cost price is 80 and the profit percentage is 13%, calculate the selling price.",90.4,94.09,87.06,99.93,Option A: 90.4,Medium
8275,Time and Work,"If A can complete a work in 10 days and B can complete it in 2 days, how many days will they take to complete the work together?",0.07,1.67,7.18,2.77,Option B: 1.67,Hard
8276,Algebra,"What does ax + b equal if a = 4, b = 1, x = 7?",38,29,28,30,Option B: 29,Hard
8277,Percentage,Find 44% of 172.,74.32,78.21,75.68,83.81,Option C: 75.68,Hard
8278,Percentage,Calculate 12% of 65.,5.73,11.0,7.8,16.2,Option C: 7.8,Medium
8279,Profit and Loss,What would be the selling price if the cost price is 69 and profit is 17%?,80.73,90.62,79.54,83.12,Option A: 80.73,Hard
8280,Percentage,Determine the value of 50% of 104.,56.56,48.51,61.97,52.0,Option D: 52.0,Medium
8281,Numbers,22 added to 32 equals what?,49,59,61,54,Option D: 54,Hard
8282,Pipes and Cisterns,Determine the filling time for a tank of 55 liters given a fill rate of 4 hours and an empty rate of 4 hours.,2.82,0,4.58,-1.65,Option B: 0,Hard
8283,Profit and Loss,"Given a cost price of 56 and a profit percentage of 15%, determine the selling price.",64.4,68.97,62.28,70.5,Option A: 64.4,Hard
8284,Time and Work,"Given A can do a work in 1 days and B in 7 days, find the total time they will take working together.",-0.93,0.88,6.15,1.99,Option B: 0.88,Hard
8285,Profit and Loss,Find the selling price of a product with a cost price of 65 and a 8% profit.,74.65,76.62,67.16,70.2,Option D: 70.2,Easy
8286,Pipes and Cisterns,"If a tank is filled by a pipe in 7 hours and emptied by another in 4 hours, how long will it take to fill the tank of 58 liters when both pipes are open?",21.2,23.96,17.05,19.33,Option D: 19.33,Medium
8287,"Time, Speed, Distance","If a vehicle travels 108 km at a speed of 30 km/hr, how long will it take to cover the distance?",2.13,3.6,4.99,8.64,Option B: 3.6,Hard
8288,"Time, Speed, Distance",Calculate the time taken to travel 143 km at a speed of 23 km/hr.,11.39,6.22,4.38,7.86,Option B: 6.22,Hard
8289,Ratio and Proportion,Calculate the value of B if A:B = 2:5 and A = 28.,70.0,71.06,68.43,74.68,Option A: 70.0,Hard
8290,Time and Work,Calculate the time for A and B to complete a work together if A takes 3 days and B takes 6 days individually.,-0.36,4.37,6.15,2.0,Option D: 2.0,Easy
8291,"Time, Speed, Distance",191 km distance is covered at 18 km/hr. Determine the time taken.,13.3,15.23,10.61,8.45,Option C: 10.61,Hard
8292,Time and Work,How many days will it take for A and B to finish a work together if A takes 1 days and B takes 3 days?,3.58,0.75,4.79,-1.65,Option B: 0.75,Hard
8293,Profit and Loss,What would be the selling price if the cost price is 65 and profit is 10%?,77.9,68.94,75.91,71.5,Option D: 71.5,Medium
8294,Algebra,"Find the result of a * x + b given a = 8, b = 3, x = 9.",75,72,77,85,Option A: 75,Hard
8295,Average,"The average of 52, 57, and 21 is:",53.26,38.88,48.27,43.33,Option D: 43.33,Easy
8296,Pipes and Cisterns,A pipe fills a tank in 7 hours and another empties it in 2 hours. Calculate the time to fill the tank of 37 liters with both pipes open.,11.51,5.05,8.74,7.4,Option D: 7.4,Hard
8297,"Time, Speed, Distance",121 km distance is covered at 29 km/hr. Determine the time taken.,5.79,2.76,4.17,10.12,Option C: 4.17,Hard
8298,Percentage,Find 22% of 110.,26.26,22.83,31.91,24.2,Option D: 24.2,Medium
8299,Percentage,Find 28% of 151.,45.91,49.19,42.28,37.99,Option C: 42.28,Hard
8300,Profit and Loss,"If the cost price is 59 and the profit percentage is 15%, calculate the selling price.",67.85,66.13,77.09,72.05,Option A: 67.85,Hard
8301,Percentage,Calculate 19% of 132.,22.92,30.02,32.38,25.08,Option D: 25.08,Hard
8302,Algebra,"Given a = 8, b = 8, and x = 5, compute ax + b.",48,45,58,52,Option A: 48,Easy
8303,Ratio and Proportion,Calculate the value of B if A:B = 2:2 and A = 13.,14.72,17.32,10.98,13.0,Option D: 13.0,Medium
8304,Pipes and Cisterns,Determine the filling time for a tank of 45 liters given a fill rate of 7 hours and an empty rate of 3 hours.,9.03,11.25,16.51,12.57,Option B: 11.25,Hard
8305,Profit and Loss,A product costs 72 and is sold at a profit of 20%. What is the selling price?,83.37,86.4,93.99,90.87,Option B: 86.4,Easy
8306,Profit and Loss,A product costs 98 and is sold at a profit of 8%. What is the selling price?,107.66,102.92,105.84,114.25,Option C: 105.84,Easy
8307,Ratio and Proportion,Find B given that the ratio of A to B is 4:1 and A equals 17.,5.72,1.9,4.25,9.51,Option C: 4.25,Easy
8308,Percentage,Find 20% of 78.,16.71,25.52,12.06,15.6,Option D: 15.6,Hard
8309,Algebra,"Given a = 5, b = 2, and x = 10, compute ax + b.",60,51,52,53,Option C: 52,Easy
8310,Numbers,What is the sum of 44 and 21?,65,71,63,69,Option A: 65,Hard
8311,Profit and Loss,What would be the selling price if the cost price is 60 and profit is 16%?,69.6,71.45,78.17,68.3,Option A: 69.6,Medium
8312,Average,"Find the arithmetic mean of 85, 43, and 6.",44.67,42.67,45.68,52.7,Option A: 44.67,Hard
8313,"Time, Speed, Distance",A vehicle covers 69 km at 16 km/hr. How much time does it take?,4.31,6.15,2.06,9.67,Option A: 4.31,Medium
8314,"Time, Speed, Distance",Find the travel time for 141 km at 21 km/hr.,4.31,9.44,6.71,11.88,Option C: 6.71,Medium
8315,Ratio and Proportion,Find B given that the ratio of A to B is 1:2 and A equals 37.,78.84,74.0,75.6,72.53,Option B: 74.0,Easy
8316,"Time, Speed, Distance",Find the travel time for 146 km at 24 km/hr.,3.35,6.08,9.02,11.4,Option B: 6.08,Medium
8317,Algebra,"Find the result of a * x + b given a = 2, b = 5, x = 4.",13,21,8,18,Option A: 13,Medium
8318,Time and Work,"A takes 10 days to finish a work and B takes 9 days. Working together, how many days will they take?",4.74,9.17,2.01,6.48,Option A: 4.74,Easy
8319,Ratio and Proportion,"If the ratio of A to B is 2:5 and A is 12, what is B?",27.35,35.14,32.34,30.0,Option D: 30.0,Hard
8320,Numbers,Calculate the total of 7 plus 14.,18,22,21,29,Option C: 21,Hard
8321,"Time, Speed, Distance",Find the travel time for 69 km at 10 km/hr.,5.06,9.41,11.48,6.9,Option D: 6.9,Medium
8322,Profit and Loss,A product costs 65 and is sold at a profit of 9%. What is the selling price?,70.85,78.36,73.04,68.71,Option A: 70.85,Medium
8323,Percentage,Find 11% of 172.,26.22,20.47,18.92,16.01,Option C: 18.92,Hard
8324,Pipes and Cisterns,Find the time required to fill a tank of 33 liters if one pipe fills it in 10 hours and another empties it in 1 hours.,9.26,5.57,2.45,3.67,Option D: 3.67,Easy
8325,Numbers,Add 36 and 22. What do you get?,66,58,60,55,Option B: 58,Medium
8326,Average,"The average of 25, 90, and 83 is:",72.31,64.91,66.0,67.94,Option C: 66.0,Medium
8327,Ratio and Proportion,"If the ratio of A to B is 4:3 and A is 33, what is B?",23.48,29.17,24.75,27.41,Option C: 24.75,Easy
8328,Ratio and Proportion,"If the ratio of A to B is 4:2 and A is 21, what is B?",10.5,16.31,8.04,11.55,Option A: 10.5,Medium
8329,Algebra,"Given a = 4, b = 7, and x = 1, compute ax + b.",8,21,16,11,Option D: 11,Hard
8330,Numbers,Calculate the total of 45 plus 42.,89,86,87,95,Option C: 87,Medium
8331,Average,"What is the mean of the numbers 89, 83, and 13?",57.67,61.67,63.72,70.03,Option B: 61.67,Medium
8332,"Time, Speed, Distance",A vehicle covers 72 km at 29 km/hr. How much time does it take?,2.48,1.2,6.66,3.9,Option A: 2.48,Medium
8333,Algebra,"If a = 2, b = 2, and x = 8, what is ax + b?",20,14,18,28,Option C: 18,Hard
8334,Algebra,"Find the result of a * x + b given a = 1, b = 3, x = 5.",3,18,10,8,Option D: 8,Medium
8335,"Time, Speed, Distance",88 km distance is covered at 28 km/hr. Determine the time taken.,3.14,5.5,8.02,0.85,Option A: 3.14,Easy
8336,Pipes and Cisterns,A pipe fills a tank in 6 hours and another empties it in 4 hours. Calculate the time to fill the tank of 45 liters with both pipes open.,21.49,22.5,23.91,27.22,Option B: 22.5,Hard
8337,Time and Work,"A takes 2 days to finish a work and B takes 1 days. Working together, how many days will they take?",-0.84,3.25,4.9,0.67,Option D: 0.67,Hard
8338,Numbers,Find the result when you add 1 and 14.,15,19,12,21,Option A: 15,Easy
8339,Average,"What is the mean of the numbers 41, 69, and 57?",63.31,59.35,55.67,51.43,Option C: 55.67,Medium
8340,Pipes and Cisterns,A pipe fills a tank in 10 hours and another empties it in 5 hours. Calculate the time to fill the tank of 54 liters with both pipes open.,16.1,8.83,13.33,10.8,Option D: 10.8,Hard
8341,Time and Work,"A takes 9 days to finish a work and B takes 4 days. Working together, how many days will they take?",2.77,4.01,7.59,-0.15,Option A: 2.77,Easy
