Serial Number,Topic,Question,Answer
7262,Pipes and Cisterns,"Given that Pipe A fills a tank in 23 hours and Pipe B in 47 hours, calculate the time taken when both pipes are used together.",15.44
7263,Average,"If the average of 12, 97, and ? is 97, find the missing number if one is unknown.",182
7264,Percentage,Calculate the percentage decrease when a value drops from 285 to 289.,-1.4035087719298245
7265,Time and Work,How long will it take for 2 to complete the same work done by 4 in 26 days?,52.0
7266,Ratio and Proportion,What is the new value of a if the ratio of a to b is 70:14 and b is increased to 41?,6.6
7267,Pipes and Cisterns,"Pipes A and B can fill a tank in 11 hours and 42 hours, respectively. How long will it take if both pipes are used?",8.72
7268,Ratio and Proportion,"In a ratio of 63:69, find the value of b if a = 66.",72.28571428571429
7269,Profit and Loss,"If a product's marked price is 1984 and it is sold at a discount of 30%, find the profit or loss.",Loss of 452
7270,Ratio and Proportion,What is the new value of a if the ratio of a to b is 16:25 and b is increased to 31?,104.6875
7271,Profit and Loss,"Calculate the marked price if a discount of 6% leads to a selling price of 1191.9199999999998, given the cost price is 493.",Profit of 698.92
7272,Algebra,Determine the solution to the equation 6x + 9 = 6.,-0.5
7273,Time and Work,Determine the time taken if 27 work twice as fast as 9 to complete the job in 10 days.,3.33
7274,Pipes and Cisterns,"Pipe A can fill a tank in 11 hours, and Pipe B in 23 hours, but Pipe C can empty it in 13 hours. Find the time taken to fill the tank if all three pipes are used.",17.4
7275,Numbers,Can 92 be both a prime and a composite number?,No
7276,Profit and Loss,"If a product is sold at a loss of 15%, what was its cost price if the selling price is 169?",Loss of 194
7277,Numbers,Is the number 34 both prime and an integer?,No
7278,Profit and Loss,"Calculate the profit or loss if a product is bought for 324, marked at 1074, and sold for 299.",Loss of 25
7279,Pipes and Cisterns,"Pipe A can fill 0.29 of a tank in 39 hours, and Pipe B can fill the remaining 0.71 in 37 hours. How long will it take to fill the tank?",37.56
7280,Percentage,"If the original price is 915, what is 70% discount?",274.5
7281,Ratio and Proportion,Find the new ratio if a and b are multiplied by 3 and 2 respectively.,159:22
7282,Ratio and Proportion,"Calculate the value of a if the ratio of a to b is 12:7, and the sum of a and b is 19.",12
7283,Algebra,Determine the roots of the quadratic equation 6x² + 3x + -5 = 0.,"(0.7, -1.2)"
7284,Time Speed Distance,Determine the distance covered by a car that travels at an average speed of 50.0 km/h for 23 hours.,63
7285,Time Speed Distance,A car covers 150 km at 75 km/h and 109 km at 83 km/h. Find the total time taken.,702
7286,Ratio and Proportion,"If the ratio 2:56 is tripled, what are the new values of a and b?",6:168
7287,Numbers,Determine whether the sum of 33 and 36 is a composite number.,Yes
7288,Pipes and Cisterns,"Pipe A can fill a tank in 23 hours, and Pipe B can fill it in 26 hours. How long will it take both pipes to fill the tank together?",12.2
7289,Percentage,Find the percentage value of 876 when it is increased by 62%.,1419.12
7290,Percentage,Calculate the percentage increase from 366 to 194.,-46.994535519125684
7291,Time and Work,Calculate the time taken if 10 work for 20 days and then 5 complete the remaining work.,30.0
7292,Time Speed Distance,What is the average speed of a car that covers 153 km in 3 hours?,153
7293,Pipes and Cisterns,"Pipe A can fill 0.74 of a tank in 32 hours, and Pipe B fills the rest in 28 hours. Find the total time to fill the tank.",30.85
7294,Time and Work,Calculate the total time if 9 work for 16 days and then 27 complete the rest of the work.,21.67
7295,Time and Work,Determine the time taken if 3 work half the time and 6 work the other half to complete the job in 48 days.,24.0
7296,Profit and Loss,"If a discount of 29% is given on 1319, and the selling price is 173, find the profit/loss.",Loss of 615
7297,Numbers,Find the smallest integer greater than 61.,Yes
7298,Time and Work,"If 5 can do 0.8 of a job in 26 days, how long will it take them to complete the whole job?",32.5
7299,Percentage,"If 7% of a value is 189, what would 81% of the same value be?",213.144
7300,Time and Work,"If 3 people can do 0.3 of a job in 33 days, how long will 1 take to do the entire job?",99.0
7301,Percentage,Determine the value when 718 is increased by 9% and then decreased by 46%.,782.62
7302,Average,"If the sum of [43, 21, 61, 48, 36] is 209, what is the average?",41.8
7303,Ratio and Proportion,"For the ratio 37:68, what is the value of b if a = 4?",7.351351351351352
7304,Pipes and Cisterns,Determine the time required to fill 0.42 of a tank if Pipe A can fill the whole tank in 21 hours and Pipe B in 20 hours.,20.41
7305,Profit and Loss,"If the cost price is 652 and the loss percentage is 44%, what is the selling price?",Loss of 202
7306,Ratio and Proportion,"If the ratio of a to b is 38:20, and a = 24, what is the value of b?",12.631578947368421
7307,Percentage,Find the original value if 81% of it equals 3714.,4585.185185185185
7308,Algebra,"If 10x + 5 = 7, what is the value of x?",0.2
7309,Algebra,Solve for x: 9x + -5 = 0,0.5555555555555556
7310,Pipes and Cisterns,"If Pipe A fills a tank in 33 hours, and Pipe B can fill 0.68 of it in 45 hours, how long will it take both pipes to fill the tank?",36.08
7311,Average,Determine the average of the first 9 natural numbers.,60.6
7312,Percentage,Determine the value when 186 is increased by 49% and then decreased by 96%.,277.14
7313,Algebra,Solve for x in the equation 3x + 3 = 9.,-1.0
7314,Average,"Calculate the average for the numbers: [98, 69, 32, 3, 98]",60.0
7315,Ratio and Proportion,"Given the ratio 15:66 and a = 24, what is b?",105.6
7316,Time Speed Distance,"If a vehicle moves at 41 km/h for 7 hours, what is the distance covered?",287
7317,Algebra,Solve for x in the equation 2x + 3 = -7.,-1.5
7318,Pipes and Cisterns,"Given that Pipe A fills a tank in 29 hours and Pipe B in 49 hours, calculate the time taken when both pipes are used together.",18.22
7319,Numbers,Is 8 a perfect square and an integer?,Yes
7320,Time Speed Distance,Determine the distance covered by a train traveling at 62 km/h for 3 hours.,186
7321,Pipes and Cisterns,"Pipes A and B can fill a tank in 49 hours and 43 hours, respectively. How long will it take if both pipes are used?",22.9
7322,Percentage,Calculate the percentage decrease when a value drops from 784 to 817.,-4.209183673469387
7323,Percentage,Find the original value if 54% of it equals 5834.,10803.703703703704
7324,Pipes and Cisterns,"How long will it take to fill a tank if Pipe A and Pipe B take 13 and 38 hours, respectively?",9.69
7325,Time Speed Distance,A car drives for 5 hours at 58 km/h. Calculate the distance traveled.,290
7326,Algebra,Find the value of x in the linear equation 1x + 2 = -5.,-2.0
7327,Numbers,Is 92 a natural number?,Yes
7328,Time and Work,Determine the time taken if 6 work half the time and 12 work the other half to complete the job in 32 days.,16.0
7329,Time Speed Distance,How far will a car travel if it goes at 47 km/h for 1 hours?,47
7330,Time and Work,"Determine the time taken if 8 start the work, but 2 complete it in 17 days.",17
7331,Time Speed Distance,"If a vehicle moves at 87 km/h for 5 hours, what is the distance covered?",435
7332,Time Speed Distance,"If a vehicle accelerates from 32 km/h to 87 km/h over 5 hours, what is the distance covered in the first 1 hours?",59.5
7333,Profit and Loss,What is the cost price if a product is sold for 171 at a profit of 49?,Profit of -578
7334,Time Speed Distance,What is the average speed of a car that covers 74 km in 2 hours?,74
7335,Time Speed Distance,"If a vehicle moves at 83 km/h for 6 hours, what is the distance covered?",498
7336,Time Speed Distance,"If a vehicle moves at 64 km/h for 3 hours, what is the distance covered?",192
7337,Numbers,Is the number 98 both prime and an integer?,No
7338,Pipes and Cisterns,"Determine the time taken if Pipe A fills a tank in 37 hours, and Pipe B in 36 hours, but Pipe C empties it in 26 hours, and all three are used for 17 hours.",0.93
7339,Time Speed Distance,How long will it take to cover 160 km if the speed is reduced by 41 km/h?,-7.62
7340,Time and Work,How many days will it take for 1 person to do a job if 4 people can do it in 22 days?,88
7341,Time Speed Distance,How far will a car travel if it goes at 69 km/h for 1 hours?,69
7342,Time and Work,How long will it take for 2 to complete the same work done by 5 in 15 days?,37.5
7343,Percentage,Find the original value if 39% of it equals 4881.,12515.384615384615
7344,Percentage,Calculate 98% of 339.,3322200
7345,Profit and Loss,"If a product is sold at a loss of 34%, what was its cost price if the selling price is 884?",Loss of 519
7346,Pipes and Cisterns,"Determine the time taken if Pipe A fills a tank in 39 hours, and Pipe B in 50 hours, but Pipe C empties it in 38 hours, and all three are used for 7 hours.",0.32
7347,Time and Work,How long will it take for 8 to complete a job if they work 0.4 of the time and 4 work the rest?,60.0
7348,Average,"Calculate the average for the numbers: [69, 51, 10, 71, 49]",50.0
7349,Time and Work,"Determine the time taken if 6 start the work, but 1 complete it in 41 days.",41
7350,Profit and Loss,What is the loss if the cost price is 118 and the selling price is 885?,Loss of 767
7351,Numbers,Is 94 a prime number?,No
7352,Numbers,Find the next composite number after 55.,Yes
7353,Ratio and Proportion,"If the ratio of a to b is 63:32, and a is increased by 9, what is the new value of b?",5.587301587301587
7354,Time Speed Distance,"If a train covers 124 km at 31 km/h and then reduces speed by 26 km/h for the remaining journey, what is the total time taken?",124
7355,Average,"Calculate the geometric mean of the numbers: [8, 7, 9, 9].",8.21
7356,Ratio and Proportion,Determine the original values of a and b if their ratio is 2:10 and their sum is 12.,2:10
7357,Profit and Loss,"If the cost price of a product is 442 and it is sold after a discount of 39% on the marked price of 1418, calculate the profit/loss.",Loss of 262
7358,Algebra,Calculate x: 8x + 3 = 0.,0.0
7359,Numbers,Is 70 a natural number?,Yes
7360,Percentage,"If 37% of 781 is added and then 20% is subtracted, what is the result?",855.9760000000001
7361,Time and Work,"If 4 people can do a job in 14 days, how long will it take if 8 people work?",7.0
7362,Average,Determine the average of the first 3 natural numbers.,67.6
7363,Time Speed Distance,A car is moving at a speed of 40 km/h for 10 hours. How far does it travel?,400
7364,Percentage,"If 13% of a number is 6586, what is the number?",50661.53846153846
7365,Numbers,Find the next composite number after 7.,No
7366,Algebra,Solve the quadratic equation 8x² + 6x + 8 = 0.,No real roots
7367,Time and Work,"If 7 people can do a job in 35 days, how long will it take if 14 people work?",17.5
7368,Algebra,Find the value of x in the linear equation 7x + -9 = 9.,1.2857142857142858
7369,Pipes and Cisterns,"Pipe A fills a tank in 36 hours, Pipe B in 48 hours, and Pipe C empties it in 30 hours. If all three are used for 24 hours, how much of the tank is filled?",1.17
7370,Pipes and Cisterns,"Pipe A can fill a tank in 34 hours, and Pipe B can fill it in 27 hours. How long will it take both pipes to fill the tank together?",15.05
7371,Time Speed Distance,How long will it take to cover 720 km if the speed is reduced by 21 km/h?,10.43
7372,Average,"What is the average of the cubes of these numbers: [2, 2, 4, 2]?",22.0
7373,Pipes and Cisterns,"Calculate the total time taken to fill a tank if Pipe A fills it in 34 hours, Pipe B in 19 hours, and Pipe C empties it in 44 hours.",12.19
7374,Profit and Loss,What is the profit/loss percentage if the cost price is 825 and the selling price is 777?,Loss of 48
7375,Percentage,A price increased by 10% and then decreased by 41%. Find the final price.,953.7
7376,Time and Work,"If 7 persons complete a work in 48 days, how long will it take for 1 person?",336
7377,Time Speed Distance,Calculate the time taken to travel 208 km at a speed of 52 km/h.,4.0
7378,Ratio and Proportion,"Given the ratio 87:56 and a = 38, what is b?",24.45977011494253
7379,Percentage,A price increased by 39% and then decreased by 68%. Find the final price.,629.6700000000001
7380,Numbers,Find the smallest integer greater than 56.,Yes
7381,Time and Work,"If 4 can complete a job in 34 days, what fraction of the job can 136 complete in one day?",8.5
7382,Time and Work,"If 6 can complete a job in 16 days, what fraction of the job can 96 complete in one day?",2.67
7383,Numbers,What is the next integer after 39?,Yes
7384,Average,"If the average of 31, 38, and 93 is 54.0, and one number is replaced by 44, find the new average.",58.33
7385,Numbers,Is 11 a perfect square and an integer?,Yes
7386,Profit and Loss,What is the profit/loss percentage if the cost price is 556 and the selling price is 560?,Loss of 4
